institution,institute_id,experiment_id,source,model_id,forcing,parent_experiment_id,parent_experiment_rip,branch_time,contact,history,comment,initialization_method,physics_version,tracking_id,product,experiment,frequency,creation_date,Conventions,project_id,table_id,title,parent_experiment,modeling_realm,realization,cmor_version,collection,references,acknowledgements,cesm_casename,cesm_repotag,cesm_compset,resolution,forcing_note,processed_by,processing_code_information,gfdl_experiment_name,branch_time_YMDH,CCCma_runid,CCCma_parent_runid,CCCma_data_licence,version_number,notes,mo_runid,nco_openmp_thread_number,CDI,CDO
EC-Earth (European Earth System Model),ICHEC,historical,"EC-Earth 2.3 (2011); atmosphere: IFS (cy31R1+modifications, T159L62); ocean: NEMO (version2+modifications, ORCA1-42lev); sea ice: LIM2; land: HTessel",EC-EARTH,"Nat,Ant",piControl,r1i1p1,2205.0,Alastair McKinstry <alastair.mckinstry@ichec.ie>,"Fri Jun  8 20:27:35 2012: ncatted -a institution,global,m,c,EC-Earth (European Earth System Model) ./EC-EARTH/historical/mon/atmos/tas/r8i1p1/tas_Amon_EC-EARTH_historical_r8i1p1_185001-189912.nc
Fri Jun  8 20:27:34 2012: ncatted -a model_id,global,m,c,EC-EARTH ./EC-EARTH/historical/mon/atmos/tas/r8i1p1/tas_Amon_EC-EARTH_historical_r8i1p1_185001-189912.nc
ISAC-CNR historical run. 2011-12-16T16:40:20Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.","ISAC-CNR run done at CASPUR, Rome, Italy; local contact Jost von Hardenberg (j.vonhardenberg at isac.cnr.it)",1,1,15550391-fe3e-4848-903e-90a1a5651b99,output,historical,mon,2011-12-16T16:42:21Z,CF-1.4,CMIP5,Table Amon (26 July 2011) b26379e76858ab98b927917878a63d01,EC-Earth model output prepared for CMIP5 historical,pre-industrial control,atmos,8,2.8.0,anth,"Model described by Hazeleger et al. (Bull. Amer. Meteor. Soc., 2010, 91, 1357-1363). Also see http://ecearth.knmi.nl.",,,,,,,,,,,,,,,,,,,
EC-EARTH (European Earth System Model),ICHEC,historical,"EC-EARTH 2.3 (2011); atmosphere: IFS (cy31R1+modifications, T159L62); ocean: NEMO (version2+modifications, ORCA1-42lev); sea ice: LIM2; land: HTessel",EC-EARTH,"Nat,Ant",piControl,r1i1p1,2265.0,Alastair McKinstry <alastair.mckinstry@ichec.ie>,"SMHI historical experiment, 2012-03-25T14:33:52Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.",SMHI contact klaus.wyser-at-smhi.se,1,1,df2dfd8d-af5e-4800-a4c4-13e6830401ec,output,historical,mon,2012-03-25T14:33:52Z,CF-1.4,CMIP5,Table Amon (26 July 2011) b26379e76858ab98b927917878a63d01,EC-EARTH model output prepared for CMIP5 historical,pre-industrial control,atmos,9,2.8.0,anth,"Model described by Hazeleger et al. (Bull. Amer. Meteor. Soc., 2010, 91, 1357-1363). Also see http://ecearth.knmi.nl.",,,,,,,,,,,,,,,,,,,
"INM (Institute for Numerical Mathematics,  Moscow, Russia)",INM,historical,inmcm4 (2009),inmcm4,N/A,piControl,,0.0,"Evgeny Volodin, volodin@inm.ras.ru,INM RAS, Gubkina 8, Moscow, 119333 Russia,+7-495-9383904",Output from /data5/volodin/20C 2010-08-26T12:38:39Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,no comments,1,1,e7332905-fc3a-46f2-b462-6034b92bfeb0,output,Historical,mon,2010-08-26T12:38:39Z,CF-1.4,CMIP5,Table Amon (12 May 2010) 12e195f2fdc87c907b38b38e15851337,inmcm4 model output prepared for CMIP5 Historical,pre-industrial control,atmos,1,2.0.0,anth,"Volodin, Diansky, Gusev 2010. Climate model INMCM4.0. Izvestia RAS. Atmospheric and oceanic physics, V.46, N4, in print.",,,,,,,,,,,,,,,,,,,
"INPE CCST, Av Astronautas 1758, Sao Jose dos Campos, SP, 12220-010, Brazil, (http://www.inpe.br)",INPE,historical,HadGEM2-ES (2009) atmosphere: HadGAM2 (N96L38); ocean: HadGOM2 (lat: 1.0-0.3 lon: 1.0 L40); land-surface/vegetation: MOSES2 and TRIFFID; tropospheric chemistry: UKCA; ocean biogeochemistry: diat-HadOCC,HadGEM2-ES,"GHG, Oz, SA, LU, Sl, Vl, BC, OC, (GHG = CO2, N2O, CH4, CFCs)",piControl,r5i1p1,0.0,mariane.coutinho@inpe.br,MOHC pp to CMOR/NetCDF convertor (version 1.10.1) 2012-09-19T18:03:48Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,b5a86ccb-7320-46d1-8ad1-e5b2d2029889,output,historical,mon,2012-09-19T18:04:25Z,CF-1.4,CMIP5,Table Amon (01 February 2012) 81f919710c21dca8a1753166d5bac090,HadGEM2-ES model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.7.1,anth,,,,,,,,,,,,,,,,,aabbh,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-LR (2010) : atmos : LMDZ4 (LMDZ4_v5, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1850.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2011-02-23T17:52:35Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,826ee5e9-3cc9-40a6-a42b-d84c6b4aad97,output,historical,mon,2011-02-23T17:52:35Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-LR (2010) : atmos : LMDZ4 (LMDZ4_v5, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1860.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2011-02-23T17:54:41Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,58db6403-5346-443d-b91c-6e77a2997b53,output,historical,mon,2011-02-23T17:54:41Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-LR (2010) : atmos : LMDZ4 (LMDZ4_v5, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1870.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2011-02-23T17:54:46Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,b2b62549-d38f-4f95-92b2-cf4ec12ab36b,output,historical,mon,2011-02-23T17:54:46Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-LR (2010) : atmos : LMDZ4 (LMDZ4_v5, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1985.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2011-03-11T06:48:39Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,2c5e416b-a6e4-4025-8760-0e637cdd33ac,output,historical,mon,2011-03-11T06:48:39Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-LR (2010) : atmos : LMDZ4 (LMDZ4_v5, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,2000.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2011-10-30T19:10:54Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,1e76d350-313b-433b-b977-c11a7f620cf7,output,historical,mon,2011-10-30T19:10:54Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.7.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-LR (2010) : atmos : LMDZ4 (LMDZ4_v5, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,2010.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2012-05-21T12:44:50Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,abe7a6a4-9108-468f-a52d-20238ec39298,output,historical,mon,2012-05-21T12:44:50Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.7.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-MR (2010) : atmos : LMDZ4 (LMDZ4_v5, 144x143x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-MR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1850.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2011-09-22T19:27:03Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,40d5b409-b599-4926-a874-f49891dfbd5d,output,historical,mon,2011-09-22T19:27:03Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-MR model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.7.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-MR (2010) : atmos : LMDZ4 (LMDZ4_v5, 144x143x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-MR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1860.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2012-04-25T15:40:34Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,99481b8a-b77f-4ad8-90ee-f66226f941be,output,historical,mon,2012-04-25T15:40:34Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-MR model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.7.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5A-MR (2010) : atmos : LMDZ4 (LMDZ4_v5, 144x143x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5A-MR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1870.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2012-09-26T13:11:31Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,11984400-72a9-4b16-b312-4e476ea1b392,output,historical,mon,2012-09-26T13:11:31Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5A-MR model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.7.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IPSL (Institut Pierre Simon Laplace, Paris, France)",IPSL,historical,"IPSL-CM5B-LR (2011) : atmos : LMDZ5 (LMDZ5_NPv3.1, 96x95x39); ocean : ORCA2 (NEMOV2_3, 2x2L31); seaIce : LIM2 (NEMOV2_3); ocnBgchem : PISCES (NEMOV2_3); land : ORCHIDEE (orchidee_1_9_4_AR5)",IPSL-CM5B-LR,"Nat,Ant,GHG,SA,Oz,LU,SS,Ds,BC,MD,OC,AA",piControl,r1i1p1,1850.0,ipsl-cmip5 _at_ ipsl.jussieu.fr Data manager : Sebastien Denvil,2012-01-28T12:26:16Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,This 20th century simulation include natural and anthropogenic forcings.,1,1,b59b8e93-ad55-49a8-a737-79beff73bb8c,output,historical,mon,2012-01-28T12:26:16Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,IPSL-CM5B-LR model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.7.1,anth,Model documentation and further reference available here : http://icmc.ipsl.fr,,,,,,,,,,,,,,,,,,,
"IAP (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China) and THU (Tsinghua University)",LASG-CESS,historical,"FGOALS_g2 2011 atmosphere: GAMIL (gamil2, 128x60L26); ocean: LICOM (licom2, 360x196L30); ice: CICE (cice4_lasg, 360x196L4); land: CLM (clm3, 128x60)",FGOALS_g2,"GHG,Oz,SA,BC,Ds,OC,SS,Sl,Vl (GHG includes CO2,CH4,N2O,CFC11,effective CFC12. Aerosol also includes sulfate.)",piControl,r1i1p1,160235.0,"Dr. Tianjun ZHOU, Email: zhoutj@lasg.iap.ac.cn",N/A 2012-07-06T08:58:57Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,N/A,1,1,d69b8b35-1aae-435f-97ec-fb33cdef7278,output,historical,mon,2012-07-06T08:58:57Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,FGOALS_g2 model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.7.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China) and THU (Tsinghua University)",LASG-CESS,historical,"FGOALS_g2 2011 atmosphere: GAMIL (gamil2, 128x60L26); ocean: LICOM (licom2, 360x196L30); ice: CICE (cice4_lasg, 360x196L4); land: CLM (clm3, 128x60)",FGOALS_g2,"GHG,Oz,SA,BC,Ds,OC,SS,Sl,Vl (GHG includes CO2,CH4,N2O,CFC11,effective CFC12. Aerosol also includes sulfate.)",piControl,r1i1p1,182135.0,"Dr. Tianjun ZHOU, Email: zhoutj@lasg.iap.ac.cn",N/A 2011-12-26T04:57:30Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,N/A,1,1,4e146e4f-38f7-4cda-bcc2-fd2f1f857264,output,historical,mon,2011-12-26T04:57:30Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,FGOALS_g2 model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.7.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China) and THU (Tsinghua University)",LASG-CESS,historical,"FGOALS_g2 2011 atmosphere: GAMIL (gamil2, 128x60L26); ocean: LICOM (licom2, 360x196L30); ice: CICE (cice4_lasg, 360x196L4); land: CLM (clm3, 128x60)",FGOALS_g2,"GHG,Oz,SA,BC,Ds,OC,SS,Sl,Vl (GHG includes CO2,CH4,N2O,CFC11,effective CFC12. Aerosol also includes sulfate.)",piControl,r1i1p1,160235.0,"Dr. Tianjun ZHOU, Email: zhoutj@lasg.iap.ac.cn",N/A 2012-05-08T06:59:55Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,N/A,1,1,a3f26c49-6a29-4249-9da3-456e8aa499d1,output,historical,mon,2012-05-08T06:59:55Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,FGOALS_g2 model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.7.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China) and THU (Tsinghua University)",LASG-CESS,historical,"FGOALS_g2 2011 atmosphere: GAMIL (gamil2, 128x60L26); ocean: LICOM (licom2, 360x196L30); ice: CICE (cice4_lasg, 360x196L4); land: CLM (clm3, 128x60)",FGOALS_g2,"GHG,Oz,SA,BC,Ds,OC,SS,Sl,Vl (GHG includes CO2,CH4,N2O,CFC11,effective CFC12. Aerosol also includes sulfate.)",piControl,r1i1p1,189435.0,"Dr. Tianjun ZHOU, Email: zhoutj@lasg.iap.ac.cn",N/A 2011-12-26T05:00:45Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,N/A,1,1,28adfe72-5f50-420c-bc4f-06a5af47af17,output,historical,mon,2011-12-26T05:00:45Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,FGOALS_g2 model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.7.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China) and THU (Tsinghua University)",LASG-CESS,historical,"FGOALS_g2 2011 atmosphere: GAMIL (gamil2, 128x60L26); ocean: LICOM (licom2, 360x196L30); ice: CICE (cice4_lasg, 360x196L4); land: CLM (clm3, 128x60)",FGOALS_g2,"GHG,Oz,SA,BC,Ds,OC,SS,Sl,Vl (GHG includes CO2,CH4,N2O,CFC11,effective CFC12. Aerosol also includes sulfate.)",piControl,r1i1p1,200385.0,"Dr. Tianjun ZHOU, Email: zhoutj@lasg.iap.ac.cn",N/A 2011-12-26T04:57:42Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,N/A,1,1,4eaf936d-a486-4ffe-99db-8fa548901416,output,historical,mon,2011-12-26T04:57:42Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,FGOALS_g2 model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.7.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP (Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China) and THU (Tsinghua University)",LASG-CESS,historical,"FGOALS_g2 2011 atmosphere: GAMIL (gamil2, 128x60L26); ocean: LICOM (licom2, 360x196L30); ice: CICE (cice4_lasg, 360x196L4); land: CLM (clm3, 128x60)",FGOALS_g2,"GHG,Oz,SA,BC,Ds,OC,SS,Sl,Vl (GHG includes CO2,CH4,N2O,CFC11,effective CFC12. Aerosol also includes sulfate.)",piControl,r1i1p1,182135.0,"Dr. Tianjun ZHOU, Email: zhoutj@lasg.iap.ac.cn",N/A 2012-05-08T07:10:05Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,N/A,1,1,4ed0c3eb-1034-496e-b091-34712ae15500,output,historical,mon,2012-05-08T07:10:05Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,FGOALS_g2 model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.7.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP(Institute of Atmospheric Physics),CAS(Chinese Academy of Sciences),Beijing,China",LASG-IAP,historical,FGOALS-s2 SAMIL 2-4-7,FGOALS-s2,"GHG, SD, Oz, Sl, Vl, SS, Ds, BC, OC",piControl,r1i1p1,1300.0,Dr.Tianjun Zhou(zhoutj@lasg.iap.ac.cn),,,1,1,82d6dcf1-756a-489f-86e8-eb23c5ef0be3,output,historical,mon,2011-09-14T04:56:46Z,CF-1.4,CMIP5,Table Amon (12 November 2010) 6e535ddfacb41fb7a252f4862fdc5766,FGOALS-s2 model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP(Institute of Atmospheric Physics),CAS(Chinese Academy of Sciences),Beijing,China",LASG-IAP,historical,FGOALS-s2 SAMIL 2-4-7,FGOALS-s2,"GHG, SD, Oz, Sl, Vl, SS, Ds, BC, OC",piControl,r1i1p1,1310.0,Dr. Tianjun Zhou(zhoutj@lasg.iap.ac.cn),2012-09-05T00:59:10Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,fef7bed3-b3b6-4360-a678-f2d30a164da5,output,historical,mon,2012-09-05T00:59:10Z,CF-1.4,CMIP5,Table Amon (12 November 2010) 2d8bbdc9c312e99e4a3db632cbdd7a36,FGOALS-s2 model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"IAP(Institute of Atmospheric Physics),CAS(Chinese Academy of Sciences),Beijing,China",LASG-IAP,historical,FGOALS-s2 SAMIL 2-4-7,FGOALS-s2,"GHG, SD, Oz, Sl, Vl, SS, Ds, BC, OC",piControl,r1i1p1,1320.0,Dr.Tianjun Zhou(zhoutj@lasg.iap.ac.cn),,,1,1,52ce2614-ece9-40d4-8493-9c14d063e1d4,output,historical,mon,2011-09-14T15:17:17Z,CF-1.4,CMIP5,Table Amon (12 November 2010) 6e535ddfacb41fb7a252f4862fdc5766,FGOALS-s2 model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.1,anth,http://www.lasg.ac.cn/FGOALS/CMIP5,,,,,,,,,,,,,,,,,,,
"JAMSTEC (Japan Agency for Marine-Earth Science and Technology, Kanagawa, Japan), AORI (Atmosphere and Ocean Research Institute, The University of Tokyo, Chiba, Japan), and NIES (National Institute for Environmental Studies, Ibaraki, Japan)",MIROC,historical,"MIROC-ESM 2010 atmosphere: MIROC-AGCM (MIROC-AGCM 2010, T42L80); ocean: COCO (COCO3.4, 256x192 L44); sea ice: COCO (COCO3.4); land: MATSIRO (MATSIRO, L6); aerosols: SPRINTARS (SPRINTARS 5.00, T42L80):ocean-biogeochemistry: NPZD ; land-biogeochemistry: SEIB-DGVM (SEIB-DGVM, T42)",MIROC-ESM,"GHG, SA, Oz, LU, Sl, Vl, MD, BC, OC",piControl,r1i1p1,29219.0,Michio Kawamiya (kawamiya@jamstec.go.jp) and Toru Nozawa (nozawa@nies.go.jp),2011-09-13T04:40:08Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,da555bed-a51e-4293-ad31-8c07ca1d64e9,output,historical,mon,2011-09-13T04:40:08Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,MIROC-ESM model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.7.1,anth,"Watanabe et al., : MIROC-ESM: model description and basic results of CMIP5-20c3m experiments, Geosci. Model Dev. Discuss., 4, 1063-1128, doi:10.5194/gmdd-4-1063-2011, 2011.",,,,,,,,,,,,,,,,,,,
"JAMSTEC (Japan Agency for Marine-Earth Science and Technology, Kanagawa, Japan), AORI (Atmosphere and Ocean Research Institute, The University of Tokyo, Chiba, Japan), and NIES (National Institute for Environmental Studies, Ibaraki, Japan)",MIROC,historical,"MIROC-ESM 2010 atmosphere: MIROC-AGCM (MIROC-AGCM 2010, T42L80); ocean: COCO (COCO3.4, 256x192 L44); sea ice: COCO (COCO3.4); land: MATSIRO (MATSIRO, L6); aerosols: SPRINTARS (SPRINTARS 5.00, T42L80):ocean-biogeochemistry: NPZD ; land-biogeochemistry: SEIB-DGVM (SEIB-DGVM, T42)",MIROC-ESM,"GHG, SA, Oz, LU, Sl, Vl, MD, BC, OC",piControl,r1i1p1,7304.0,Michio Kawamiya (kawamiya@jamstec.go.jp) and Toru Nozawa (nozawa@nies.go.jp),2011-09-30T22:17:06Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,31f998f9-4674-4145-a313-2d922056ce00,output,historical,mon,2011-09-30T22:17:06Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,MIROC-ESM model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.7.1,anth,"Watanabe et al., : MIROC-ESM: model description and basic results of CMIP5-20c3m experiments, Geosci. Model Dev. Discuss., 4, 1063-1128, doi:10.5194/gmdd-4-1063-2011, 2011.",,,,,,,,,,,,,,,,,,,
